tweet_id,H1,H2,H3,H1_conf,H2_conf,H3_conf,I1,I2,I3,I1_conf,I2_conf,I3_conf,H_set1,I_set1,H_set2,I_set2,H_set3,I_set3
1547491010804035585,not hostile,not hostile,not hostile,4,4,4,none,none,none,4,4,4,not hostile,none,not hostile,none,not hostile,none
1547491969437499392,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1547495549640888321,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,hostile,none,not hostile,none,not hostile,none
1547502137609003008,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,hostile,none,not hostile,none,not hostile,none
1547527988463403009,hostile,hostile,hostile,4,4,4,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1547529055704158211,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1547530273428045825,hostile,hostile,hostile,4,4,4,none,none,none,4,4,4,hostile,none,hostile,none,hostile,none
1547534484152745985,not hostile,not hostile,not hostile,4,5,2,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1547546204569014272,not hostile,not hostile,not hostile,4,4,2,none,none,none,4,4,4,not hostile,none,not hostile,none,not hostile,none
1547547657538871296,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1547547979141111808,hostile,hostile,hostile,5,5,5,race,race,race,5,5,5,hostile,race,hostile,race,hostile,race
1547548060150022145,hostile,hostile,hostile,4,4,4,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1547551173846208514,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1547574176549965830,not hostile,not hostile,not hostile,4,4,4,none,none,none,4,4,5,not hostile,none,not hostile,none,not hostile,none
1547575179630415881,not hostile,not hostile,not hostile,5,5,5,none,none,none,4,5,4,not hostile,none,not hostile,none,not hostile,none
1547575250082091017,hostile,hostile,hostile,4,4,4,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1547582561064407040,not hostile,not hostile,not hostile,5,5,2,none,none,none,4,4,4,not hostile,none,not hostile,none,not hostile,none
1547583626405064711,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1547586386693201927,not hostile,not hostile,not hostile,5,5,2,none,none,none,4,4,4,not hostile,none,not hostile,none,not hostile,none
1547590056503681025,not hostile,not hostile,not hostile,3,5,2,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1547604703659249664,hostile,hostile,hostile,5,5,5,none,none,none,3,3,3,hostile,none,hostile,none,hostile,none
1547616025893486594,hostile,hostile,hostile,4,4,4,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1547617785601089538,hostile,hostile,hostile,4,4,4,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1547620603187773447,hostile,hostile,hostile,5,5,5,gender,gender,gender,5,5,5,hostile,gender,hostile,gender,hostile,gender
1547629516226379782,hostile,hostile,hostile,3,3,3,none,none,none,4,4,4,hostile,none,hostile,none,hostile,none
1547637260769644544,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1547641967483318279,hostile,hostile,hostile,4,4,4,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1547699246400299008,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1549186699007344642,hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1549188394319859714,not hostile,not hostile,not hostile,4,4,4,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1549192501130665989,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1549192698074112000,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1549194277489606656,hostile,not hostile,not hostile,4,4,4,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1549196923261063169,hostile,hostile,hostile,4,4,4,gender,gender,gender,5,5,5,hostile,gender,hostile,gender,hostile,gender
1549199165850374144,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1549207637417668608,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1549215441662386176,not hostile,not hostile,not hostile,5,5,5,race,none,race,5,5,5,not hostile,none,not hostile,none,not hostile,none
1549215757237735424,hostile,hostile,hostile,3,3,3,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1549218018584043522,not hostile,hostile,not hostile,5,5,5,none,gender,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1549219431871459329,hostile,hostile,hostile,2,2,2,gender,gender,gender,5,5,5,hostile,gender,hostile,gender,hostile,gender
1549232030298345474,hostile,hostile,not hostile,4,4,4,none,none,"race,gender",5,5,5,hostile,none,hostile,none,hostile,none
1549243753109590018,hostile,not hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1549245711719342080,hostile,not hostile,not hostile,4,4,4,race,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1549252112336539648,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1549256195407503360,not hostile,not hostile,not hostile,3,3,3,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1549257700516708353,hostile,hostile,hostile,4,4,4,none,none,none,4,4,4,hostile,none,hostile,none,hostile,none
1549285774532673537,not hostile,not hostile,not hostile,4,4,4,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1549286465099730944,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1549294248821923840,not hostile,not hostile,not hostile,4,4,4,none,none,none,4,4,4,not hostile,none,not hostile,none,not hostile,none
1549316747538341888,hostile,hostile,hostile,5,5,5,none,none,gender,5,5,5,hostile,none,hostile,none,hostile,none
1549330337104371713,not hostile,not hostile,not hostile,3,3,3,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1549330965314637825,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1549363337095532544,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1549383222676668420,not hostile,not hostile,not hostile,5,5,5,none,none,none,4,4,4,not hostile,none,not hostile,none,not hostile,none
1549396881989591042,not hostile,not hostile,not hostile,5,5,2,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1549402697782132737,hostile,hostile,hostile,4,4,4,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1549405287777550339,not hostile,not hostile,not hostile,5,3,2,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1549415033775558657,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1549415046832422912,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1549430828060516357,not hostile,not hostile,not hostile,4,3,585,none,none,none,3,3,3,not hostile,none,not hostile,none,not hostile,none
1549434978429292544,hostile,hostile,hostile,5,5,5,gender,gender,gender,5,5,5,hostile,gender,hostile,gender,hostile,gender
1549469439946629122,not hostile,hostile,not hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1549532670400634881,hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1549532796514963456,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1549534206690205702,hostile,hostile,hostile,4,4,4,none,none,race,5,5,5,hostile,none,hostile,none,hostile,none
1549536248255377408,not hostile,not hostile,not hostile,4,4,4,none,none,none,3,3,3,not hostile,none,not hostile,none,not hostile,none
1549537506194063361,hostile,not hostile,hostile,3,3,3,"gender,race",none,none,5,5,5,hostile,none,hostile,gender,hostile,"gender,race"
1549538307700363265,hostile,hostile,hostile,4,4,4,none,race,none,5,5,5,hostile,none,hostile,none,hostile,none
1549538562042957827,not hostile,hostile,hostile,5,5,5,none,race,race,5,5,5,hostile,race,hostile,race,hostile,race
1549542643549540353,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1549924468960763904,hostile,hostile,hostile,4,4,4,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1550043030031372290,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1550102869046706177,not hostile,not hostile,not hostile,4,4,4,none,none,none,4,4,4,not hostile,none,not hostile,none,not hostile,none
1550110387898421251,not hostile,not hostile,not hostile,3,3,3,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1550112398341591043,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1550112497096478722,not hostile,not hostile,not hostile,3,3,3,none,none,none,4,4,4,not hostile,none,not hostile,none,not hostile,none
1550116401666371585,not hostile,not hostile,not hostile,3,3,3,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1550118551691726848,hostile,hostile,hostile,5,5,5,gender,gender,gender,5,5,5,hostile,gender,hostile,gender,hostile,gender
1550120927676862469,not hostile,not hostile,not hostile,3,3,3,none,none,none,4,4,4,not hostile,none,not hostile,none,not hostile,none
1550122310866112513,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1550124653934301187,not hostile,not hostile,not hostile,3,4,4,none,none,none,5,5,4,not hostile,none,not hostile,none,not hostile,none
1550132149700812800,not hostile,not hostile,not hostile,5,5,2,none,none,none,4,4,4,not hostile,none,not hostile,none,not hostile,none
1550140314114981888,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,not hostile,none,hostile,none,hostile,none
1550141860940812288,not hostile,not hostile,not hostile,4,4,4,none,none,none,4,4,4,not hostile,none,not hostile,none,not hostile,none
1550150888341344262,not hostile,not hostile,not hostile,3,4,4,none,none,none,4,4,4,not hostile,none,not hostile,none,not hostile,none
1550151140783816704,not hostile,not hostile,not hostile,5,3,2,none,none,none,4,4,4,not hostile,none,not hostile,none,not hostile,none
1550154127044395008,not hostile,not hostile,not hostile,5,5,2,none,none,none,4,4,4,not hostile,none,not hostile,none,not hostile,none
1550159123978895360,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1550161034618470403,not hostile,not hostile,not hostile,4,4,4,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1550170781690183680,hostile,hostile,hostile,2,2,2,none,none,none,4,4,4,hostile,none,hostile,none,hostile,none
1550170803202920450,not hostile,not hostile,not hostile,3,3,3,none,none,none,3,3,3,not hostile,none,not hostile,none,not hostile,none
1550172997268520960,not hostile,not hostile,not hostile,4,3,580,none,none,none,4,4,4,not hostile,none,not hostile,none,not hostile,none
1550174857261883392,hostile,hostile,hostile,4,5,5,gender,gender,gender,5,5,5,hostile,gender,hostile,gender,hostile,gender
1550175311609925633,not hostile,not hostile,not hostile,4,4,4,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1550178946221842437,not hostile,not hostile,not hostile,4,4,4,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1550179440927309824,not hostile,not hostile,hostile,5,5,2,none,none,none,5,5,5,not hostile,none,hostile,none,hostile,none
1550180045523763200,not hostile,not hostile,not hostile,5,4,4,none,none,none,4,4,4,not hostile,none,not hostile,none,not hostile,none
1550264627992428544,hostile,hostile,hostile,4,4,4,none,none,none,4,4,4,hostile,none,hostile,none,hostile,none
1555709513847668738,hostile,hostile,hostile,5,5,5,gender,gender,gender,5,5,5,hostile,gender,hostile,gender,hostile,gender
1555719910344470528,not hostile,not hostile,not hostile,5,3,587,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1555735967071440899,not hostile,not hostile,not hostile,5,4,2,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1555746423106420737,hostile,hostile,hostile,3,3,3,race,race,race,5,5,5,hostile,race,hostile,race,hostile,race
1555761456444047362,not hostile,not hostile,not hostile,5,5,2,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1555787673431834625,hostile,hostile,hostile,5,5,5,gender,gender,gender,5,5,5,hostile,gender,hostile,gender,hostile,gender
1555801508955947010,not hostile,not hostile,not hostile,5,5,2,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1555839632453128192,not hostile,not hostile,not hostile,5,5,2,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1555840538552635392,hostile,hostile,hostile,3,3,3,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1555847212290265090,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,not hostile,none,hostile,none,hostile,none
1555854114386583552,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1555861274084446210,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1555879920143826945,hostile,hostile,hostile,4,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1555891338142711808,not hostile,not hostile,not hostile,5,4,2,none,none,none,4,4,4,not hostile,none,not hostile,none,not hostile,none
1555920471656484864,not hostile,not hostile,not hostile,3,3,3,none,none,none,4,4,4,not hostile,none,not hostile,none,not hostile,none
1555937170459877381,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1555946677936263173,hostile,hostile,hostile,4,4,4,none,none,none,4,4,4,hostile,none,hostile,none,hostile,none
1555951331009069057,hostile,hostile,hostile,4,4,4,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1555952428528410624,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1555953164448415744,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,hostile,none,not hostile,none,not hostile,none
1555966179172356096,not hostile,not hostile,not hostile,2,2,2,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1555966367039455236,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,not hostile,none,hostile,none,hostile,none
1555983284156375042,hostile,hostile,hostile,4,4,4,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1555984041626697728,hostile,not hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1555995530852974593,not hostile,not hostile,not hostile,4,4,4,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1556008638262550528,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,hostile,none,not hostile,none,not hostile,none
1556048125432922112,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,not hostile,none,hostile,none,hostile,none
1561148140786487300,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1561237767249694722,not hostile,not hostile,not hostile,5,5,2,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1561242731321622528,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1561243814991380480,not hostile,not hostile,not hostile,5,5,2,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1561264397611401216,hostile,hostile,hostile,3,3,3,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1561267277739298817,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1561267589271224323,not hostile,not hostile,not hostile,5,5,2,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1561272939013722113,hostile,hostile,hostile,4,4,4,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1561277429251022851,hostile,hostile,hostile,3,3,3,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1561285123542323201,not hostile,not hostile,not hostile,5,5,5,none,none,none,4,4,4,not hostile,none,not hostile,none,not hostile,none
1561286411193556993,not hostile,not hostile,not hostile,5,5,2,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1561286666119249921,not hostile,not hostile,not hostile,3,3,3,none,none,none,3,3,3,not hostile,none,not hostile,none,not hostile,none
1561290559821680644,not hostile,not hostile,not hostile,3,3,3,none,none,none,4,4,4,not hostile,none,not hostile,none,not hostile,none
1561294565394481152,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1561298098915344391,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1561301204973588481,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1561301229921247235,hostile,hostile,hostile,4,4,4,none,none,none,3,3,3,hostile,none,hostile,none,hostile,none
1561307567523069952,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1561311459463815175,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1561312047413055490,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1561312677909217280,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1561313376340525057,not hostile,not hostile,not hostile,4,4,4,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1561317843374850054,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1561329178204688385,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1561330362936074241,not hostile,not hostile,not hostile,4,4,4,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1561337753102598148,hostile,hostile,hostile,4,4,4,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1561351333239742465,not hostile,not hostile,not hostile,1,1,1,none,none,none,1,1,1,not hostile,none,not hostile,none,not hostile,none
1561353193761783810,not hostile,not hostile,not hostile,5,5,2,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1561354792508719105,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1561369511596548107,not hostile,hostile,hostile,2,2,2,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1561379493301854211,not hostile,not hostile,not hostile,3,3,3,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1561380851438727168,not hostile,not hostile,not hostile,4,4,4,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1561380943398584320,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1561390320029503488,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1561391019614158848,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1561394011860275200,not hostile,not hostile,not hostile,4,4,4,none,none,none,4,4,4,not hostile,none,not hostile,none,not hostile,none
1561394891422302212,hostile,hostile,hostile,1,1,1,none,none,none,4,4,4,hostile,none,hostile,none,hostile,none
1561404893159718912,hostile,hostile,hostile,2,2,2,none,none,none,4,4,4,hostile,none,hostile,none,hostile,none
1561412196332179456,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1561412439819927553,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1561414663002365953,hostile,hostile,hostile,5,5,5,none,none,none,4,4,4,hostile,none,hostile,none,hostile,none
1561415679055740929,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1561416779083169793,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1561416904769556481,not hostile,not hostile,not hostile,4,4,4,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1561421941088681985,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1561422450671304705,hostile,hostile,hostile,3,3,3,none,none,none,4,4,4,hostile,none,hostile,none,hostile,none
1561423934872064000,not hostile,not hostile,not hostile,1,1,1,none,none,none,1,1,1,not hostile,none,not hostile,none,not hostile,none
1561423976223711234,not hostile,not hostile,not hostile,5,5,2,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1561451064255193089,hostile,hostile,hostile,4,4,4,none,none,none,3,3,3,hostile,none,hostile,none,hostile,none
1561473088834895874,hostile,hostile,hostile,5,5,5,none,none,none,4,4,4,hostile,none,hostile,none,hostile,none
1561474788664778753,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1561477599427264516,not hostile,not hostile,not hostile,4,4,4,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1572848660941254657,not hostile,not hostile,not hostile,3,3,3,none,none,none,5,5,5,hostile,none,not hostile,none,not hostile,none
1572848738078441472,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1572849378007846914,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1572849564855709696,not hostile,not hostile,not hostile,4,4,4,none,none,none,4,4,4,not hostile,none,not hostile,none,not hostile,none
1572851532223201280,not hostile,not hostile,not hostile,2,2,2,none,none,none,1,1,1,not hostile,none,not hostile,none,not hostile,none
1572880332994625537,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,hostile,race,not hostile,none,not hostile,none
1572882805226446848,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,hostile,none,not hostile,none,not hostile,none
1572883835272003584,hostile,hostile,hostile,4,4,4,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1572885101695885315,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1572885711023673344,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1572889998416027648,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,hostile,none,not hostile,none,not hostile,none
1572891462949298178,not hostile,not hostile,not hostile,4,4,4,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1572893436252139521,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,not hostile,none,hostile,none,hostile,none
1572895230034051074,not hostile,not hostile,not hostile,3,3,3,none,none,none,3,3,3,not hostile,none,not hostile,none,not hostile,none
1572896960037941248,not hostile,not hostile,not hostile,4,4,4,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1572897732276195328,not hostile,not hostile,not hostile,4,4,4,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1572898305046085633,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1572898543500656642,hostile,hostile,hostile,4,4,4,none,none,none,5,5,5,not hostile,none,hostile,none,hostile,none
1572899823057002497,not hostile,not hostile,not hostile,5,5,5,none,none,none,4,4,4,hostile,none,not hostile,none,not hostile,none
1572900075361255424,not hostile,not hostile,not hostile,4,4,4,none,none,none,5,5,5,hostile,race,not hostile,none,not hostile,none
1572900967112220674,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,hostile,none,not hostile,none,not hostile,none
1572902355074424832,hostile,hostile,hostile,5,5,5,race,race,race,5,5,5,hostile,none,hostile,race,hostile,race
1572905510424174592,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,not hostile,none,hostile,none,hostile,none
1572906052126916608,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1572907291393011712,hostile,hostile,hostile,4,4,4,none,none,none,5,5,5,hostile,gender,hostile,none,hostile,none
1572909259926704129,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,hostile,none,not hostile,none,not hostile,none
1572909521441558529,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,hostile,gender,not hostile,none,not hostile,none
1572909815147421696,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1572909887042064389,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1572910037286400000,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,hostile,none,not hostile,none,not hostile,none
1573279570433826816,not hostile,not hostile,not hostile,1,1,1,none,none,none,1,1,1,not hostile,none,not hostile,none,not hostile,none
1573330120173125633,not hostile,not hostile,not hostile,5,5,5,none,none,none,4,4,4,not hostile,none,not hostile,none,not hostile,none
1573330414290501638,hostile,hostile,hostile,4,4,4,none,none,none,4,4,4,hostile,none,hostile,none,hostile,none
1573331873547304962,hostile,hostile,hostile,3,3,3,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1573339467246866432,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1573339624663293952,not hostile,not hostile,not hostile,5,5,5,none,none,none,3,3,3,not hostile,none,not hostile,none,not hostile,none
1573340817066020865,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1573342420598661121,hostile,not hostile,hostile,4,4,4,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1573352077396672513,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1573360488494268417,not hostile,not hostile,not hostile,1,1,1,none,none,none,1,1,1,not hostile,none,not hostile,none,not hostile,none
1573361041869881345,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1573364673189220352,hostile,hostile,hostile,4,4,4,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1573370339660529670,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1573375232714448898,hostile,hostile,hostile,3,3,3,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1573375966365323265,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1573406458737266688,hostile,hostile,hostile,3,3,3,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1573408325961760768,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1573413043865886720,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1573415550558310400,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1573433242958680067,not hostile,not hostile,not hostile,4,4,4,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1573458081366802433,hostile,hostile,hostile,5,5,5,none,none,none,4,4,4,hostile,none,hostile,none,hostile,none
1573461274272333829,not hostile,not hostile,not hostile,4,4,4,none,none,none,4,4,4,not hostile,none,not hostile,none,not hostile,none
1575314754905821185,hostile,not hostile,hostile,5,5,5,gender,none,gender,5,5,5,hostile,gender,hostile,gender,hostile,gender
1575346688625106944,not hostile,not hostile,not hostile,5,5,2,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1575353305429049344,hostile,hostile,hostile,1,1,1,none,none,none,1,1,1,hostile,none,hostile,none,hostile,none
